Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Chromium Alloys,D002858,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL2|IL6|TNF,26.33,5
candesartan,C081643,139481-59-7,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CRP|CXCL8|IL1B|IL6|TNF,26.20,21
Valsartan,D000068756,,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|SELE|TNF,26.19,22
Famotidine,D015738,76824-35-6,COVID-19,MESH:D000086382,,AGT|CXCL8|IL10|IL1B|IL2|IL6|TMPRSS2|TNF,26.08,9
Taurocholic Acid,D013656,81-24-3,COVID-19,MESH:D000086382,,CCL2|CCL3|CSF3|CXCL10|IL10|IL1B|IL6|TNF,26.02,5
Boron,D001895,7440-42-8,COVID-19,MESH:D000086382,,CRP|IL10|IL1B|IL2|IL6|TNF,25.81,5
SR 144528,C110630,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL2|TNF,25.81,3
Diclofenac,D004008,15307-86-5,COVID-19,MESH:D000086382,,ACE2|ATP11A|CCL2|CCL3|CRP|CXCL8|HCK|IL10|IL1B|IL2|IL6|OAS1|PLSCR1|SELE|TMPRSS2|TNF,25.80,24
Hydrocortisone,D006854,50-23-7,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|TNF,25.80,6
K-12 lipopolysaccharide,C114999,,COVID-19,MESH:D000086382,,CXCL10|IL10|IL1B|IL6|TNF,25.75,5
Tin Fluorides,D014002,,COVID-19,MESH:D000086382,,IL10|IL1B|IL2|IL6|TNF,25.75,5
"5S,12R,18R-trihydroxy-6Z,8E,10E,14Z,16E-eicosapentaenoic acid",C499823,,COVID-19,MESH:D000086382,,CCL2|CCL3|IL1B|IL6|TNF,25.74,5
Erythromycin,D004917,114-07-8,COVID-19,MESH:D000086382,,CCL2|CCR2|CRP|CXCL8|IL1B|IL6|SELE|TNF,25.66,7
naringin,C005274,10236-47-2,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF,25.65,6
Gemfibrozil,D015248,25812-30-0,COVID-19,MESH:D000086382,,ACE2|CCL2|CXCL10|IL10|IL1B|IL6|TMPRSS2|TNF,25.61,21
Calcium,D002118,7440-70-2,COVID-19,MESH:D000086382,,AGT|BTK|CCL2|CCL3|CRP|CXCL10|CXCL8|F8|IL1B|IL6|PLSCR1|TNF,25.52,8
chromic oxide,C023600,1308-38-9,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|HCK|IL1B|IL6|TNF,25.45,6
"adenosine-3',5'-cyclic phosphorothioate",C016957,23645-17-2,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL8|SELE|TNF,25.39,4
Benzethonium,D001558,121-54-0,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL2,25.39,3
Oligoribonucleotides,D009843,,COVID-19,MESH:D000086382,,CXCL10|IL10|IL1B|IL6|TNF,25.38,5
polydatin,C058229,65914-17-2,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TNF,25.36,6
NSC 23766,C487513,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL6|TNF,25.32,5
Aluminum Oxide,D000537,1344-28-1,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL6|SELE|TNF,25.27,6
Deoxycholic Acid,D003840,83-44-3,COVID-19,MESH:D000086382,,CCL2|CCR2|CSF3|CXCL10|CXCL8|IL10|IL1B|IL6|SELE|TNF,25.27,7
Dinitrochlorobenzene,D004137,,COVID-19,MESH:D000086382,,CCL2|CCL3|CCR2|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|IL7|TNF,25.26,6
tinuvin,C016151,3896-11-5,COVID-19,MESH:D000086382,,AGT|BTK|CD209|CSF3|CXCL10|F8|IL1B|IL6|MUC1|SELE|TNF,25.24,8
roflumilast N-oxide,C517734,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|TNF,25.18,1
Glucosamine,D005944,3416-24-8,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL1B|IL2|IL6|TNF,25.16,6
Bucladesine,D003994,362-74-3,COVID-19,MESH:D000086382,,AGT|ATP11A|CCL3|CXCL8|IL10|IL1B|IL2RA|IL6|TNF|UGCG,25.13,8
acetic anhydride,C031800,108-24-7,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,25.11,5
ethyl 2-methyl-3-oxobutanoate,C119270,609-14-3,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,25.11,5
luteolin-7-O-glucuronide,C456096,,COVID-19,MESH:D000086382,,CCL2|CCL3|IL1B|IL6|TNF,25.03,5
Chenodeoxycholic Acid,D002635,474-25-9,COVID-19,MESH:D000086382,,CCL2|CCL3|CCR2|CSF3|CXCL10|CXCL8|IL10|IL1B|IL6|SELE,24.74,7
Dinoprost,D015237,551-11-1,COVID-19,MESH:D000086382,,AGT|CCL2|CCR2|CXCL8|IL10|IL1B|IL2RA|TNF,24.74,6
lipoteichoic acid,C009900,56411-57-5,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL6|TNF,24.73,5
CL097 compound,C547051,,COVID-19,MESH:D000086382,,CXCL10|IL10|IL1B|IL6|TNF,24.71,5
CpG ODN 2395,C527702,,COVID-19,MESH:D000086382,,CXCL10|IL10|IL1B|IL6|TNF,24.71,5
Gonadal Steroid Hormones,D012739,,COVID-19,MESH:D000086382,,IL10|IL1B|IL2|IL6|TNF,24.71,5
4-Nitroquinoline-1-oxide,D015112,56-57-5,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|IL10|IL1B|IL6|TNF,24.47,5
lipoxin A4,C040527,,COVID-19,MESH:D000086382,,AGT|CXCL8|IL10|IL1B|IL6|TNF,24.46,6
Peptidoglycan,D010457,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL6|TNF,24.46,5
protocatechuic acid,C009091,99-50-3,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL6|SELE|TNF,24.33,6
Pyridostigmine Bromide,D011729,101-26-8,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|IL10|IL1B|IL2|IL6|TNF,24.25,5
Paraquat,D010269,4685-14-7,COVID-19,MESH:D000086382,,ABO|ACE2|AGT|ATP11A|BCL11A|BSG|BTK|CCL2|CCL3|CSF3|CXCL10|CXCL8|FUT2|IL10|IL1B|IL2|IL6|IL7|LZTFL1|MUC1|SELE|TMPRSS2|TMPRSS4|TNF|TYK2|UGCG,24.23,29
Theophylline,D013806,58-55-9,COVID-19,MESH:D000086382,,ACE2|CCL2|CSF3|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|TMEM106B|TMPRSS2|TNF,24.23,22
Roflumilast,C424423,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|IL1B|IL6|TNF,24.20,5
"Air Pollutants, Occupational",D000395,,COVID-19,MESH:D000086382,,CCL3|CCR2|CSF3|CXCL10|CXCL8|HCK|IL10|IL10RB|IL1B|IL6|MUC1|OAS1|PLSCR1|TNF,24.17,9
terameprocol,C076852,5701-82-6,COVID-19,MESH:D000086382,,CCL2|CCL3|CSF3|IL6|TNF,24.14,5
lipophosphonoglycan,C008290,,COVID-19,MESH:D000086382,,IL2|IL2RA|IL6|TNF,24.11,5
Tacrolimus,D016559,109581-93-3,COVID-19,MESH:D000086382,,ACE2|CCL2|CCL3|CCR2|CXCL10|CXCL8|IL1B|IL2|IL2RA|IL6|SELE|TNF,24.10,22
necrostatin-1,C507699,,COVID-19,MESH:D000086382,,CCL2|CCR2|IL1B|IL6|MUC1|TNF,24.08,7
gamisopoonghwanghyul-tang,C500218,,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,24.05,5
Trinitrobenzenesulfonic Acid,D014302,2508-19-2,COVID-19,MESH:D000086382,,CCL2|CCL3|CCR2|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|TNF,24.04,6
acetovanillone,C056165,498-02-2,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|SELE|TNF,24.01,7
alpha-Tocopherol,D024502,59-02-9,COVID-19,MESH:D000086382,,AGT|CCL2|CRP|CXCL8|IL10|IL1B|IL6|SELE|TNF,24.01,7
Thioctic Acid,D008063,62-46-4,COVID-19,MESH:D000086382,,AGT|CCL2|CRP|CXCL8|IL10|IL1B|IL2|IL6|TNF,23.94,6
Allopurinol,D000493,315-30-0,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TMPRSS2|TNF,23.92,9
PD168393,C509204,,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL10|CXCL8|TNF,23.87,3
aspalathin,C517016,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6|SELE|TNF,23.86,6
ginsenoside M1,C112772,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|SELE|TNF,23.86,6
nothofagin,C528728,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6|SELE|TNF,23.86,6
Shiga Toxin 2,D022641,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL6|TNF,23.86,5
Olmesartan Medoxomil,D000068557,,COVID-19,MESH:D000086382,,ACE2|CRP|IL10|IL1B|IL6|TNF,23.83,20
15-acetyldeoxynivalenol,C046760,88337-96-6,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL2|IL6|TNF,23.82,5
lactacystin,C067713,133343-34-7,COVID-19,MESH:D000086382,,AGT|CXCL8|IL1B|IL2|IL2RA|IL6|TNF,23.75,6
neoechinulin,C015380,25644-25-1,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|IL10|IL1B|TNF,23.72,3
boric acid,C032688,11113-50-1,COVID-19,MESH:D000086382,,AGT|CSF3|IL10|IL1B|IL2|IL6|TNF,23.62,6
Ethambutol,D004977,74-55-5,COVID-19,MESH:D000086382,,ACE2|CCL2|CXCL8|IL10|IL1B|IL6|TMPRSS2,23.62,21
notoginsenoside R1,C072936,,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL2|IL6|SELE|TNF,23.62,6
monophosphoryl lipid A,C048436,,COVID-19,MESH:D000086382,,IL1B|IL2|IL6|SELE|TNF,23.61,6
"4-methyl-N1-(3-phenylpropyl)benzene-1,2-diamine",C549066,,COVID-19,MESH:D000086382,,AGT|CCL2|IL10|IL1B|IL6|TNF,23.59,6
cyclo(Trp-Asp-Pro-Val-Leu),C072247,,COVID-19,MESH:D000086382,,AGT|CCL2|IL10|IL1B|IL6|TNF,23.59,6
Endotoxins,D004731,,COVID-19,MESH:D000086382,,CCL2|CCL3|IL10|IL1B|IL6|TNF,23.59,5
Eugenol,D005054,97-53-0,COVID-19,MESH:D000086382,,CCL2|CCL3|CCR2|CXCL8|IL10|IL1B|IL2|IL6|TNF,23.49,6
Zinc Acetate,D019345,5970-45-6,COVID-19,MESH:D000086382,,BSG|CXCL8|IL10|IL1B|IL6|IL7|SELE|TNF,23.43,7
Silver Compounds,D018030,,COVID-19,MESH:D000086382,,AGT|CCL2|CSF3|CXCL8|IL10|IL1B|IL6|IL7|PLSCR1|TNF,23.42,7
Interleukin 1 Receptor Antagonist Protein,D053590,,COVID-19,MESH:D000086382,,CRP|CSF3|CXCL8|IL1B|IL6,23.38,5
procyanidin B3,C479581,,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL2RA|IL6,23.38,5
CEP 33779,C567989,,COVID-19,MESH:D000086382,,CCL3|CXCL10|IL1B|IL6|TNF,23.37,5
naphthenic acid,C046170,1338-24-5,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL6|TNF,23.37,5
"alpha-cyano-(3,4-dihydroxy)-N-benzylcinnamide",C095512,,COVID-19,MESH:D000086382,,AGT|CCL2|CSF3|CXCL8|IL1B|IL6|TNF,23.29,6
monocyte locomotion inhibitory factor,C430647,,COVID-19,MESH:D000086382,,IL10|IL1B|IL2|IL6,23.26,5
aluminum phosphate,C012714,13765-93-0,COVID-19,MESH:D000086382,,CXCL10|IL1B|IL6|TNF,23.24,5
benzyl-alpha-N-acetylgalactosamine,C080739,3554-93-6,COVID-19,MESH:D000086382,,CCL2|IL10|IL6|TNF,23.23,5
Niacinamide,D009536,98-92-0,COVID-19,MESH:D000086382,,ACE2|CCL2|CXCL8|IL10|IL1B|IL2|IL6|TNF,23.22,20
VX-745,C464966,209409-98-3,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,23.21,5
Amiloride,D000584,2609-46-3,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CXCL8|IL1B|SELE|TNF,23.17,5
oxymatrine,C037573,16837-52-8,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL2|IL6|TNF,23.15,5
Ascorbic Acid,D001205,50-81-7,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CCL3|CRP|CXCL10|CXCL8|IL10|IL1B|IL6|SELE|TNF|TYK2,23.12,23
Fluorides,D005459,,COVID-19,MESH:D000086382,,CCR2|IL10|IL10RB|IL1B|IL2|IL2RA|IL6|TNF,23.06,7
Industrial Waste,D007220,,COVID-19,MESH:D000086382,,CCL3|CXCL10|IL10|IL1B|IL6|TNF,22.94,5
SN50 peptide,C118258,,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL8|IL1B|IL6|TNF,22.94,6
phenanthridone,C040601,,COVID-19,MESH:D000086382,,CCL3|IL10|IL1B|IL2|TNF,22.92,3
Carnosine,D002336,305-84-0,COVID-19,MESH:D000086382,,CCL2|CRP|IL10|IL1B|IL6|TNF,22.84,5
diphenyldiselenide,C061132,1666-13-3,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL6|TNF,22.84,5
Rutin,D012431,153-18-4,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL10|CXCL8|IL10|IL1B|IL6|TNF,22.81,6
Albuterol,D000420,18559-94-9,COVID-19,MESH:D000086382,,CCL3|CXCL8|IL10|IL1B|IL2|IL6|TNF,22.80,5
ferrous sulfate,C020748,,COVID-19,MESH:D000086382,,CRP|CXCL10|CXCL8|IL10RB|IL1B|IL6|TNF,22.75,6
"6-formylindolo(3,2-b)carbazole",C111855,,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL2RA|IL6|TMPRSS2|TNF,22.74,8
Acetylcysteine,D000111,616-91-1,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CRP|CXCL8|IL10|IL10RB|IL1B|IL2|IL2RA|IL6|SELE|TMPRSS2|TNF,22.74,10
MitoTEMPO,C555916,,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|SELE|TNF,22.74,6
dinitrobenzenesulfonic acid,C007488,12379-41-8,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|SELE|TNF,22.70,6
Plant Extracts,D010936,,COVID-19,MESH:D000086382,,ACE2|AGT|BSG|BTK|CCL2|CCL3|CCR2|CRP|CSF3|CXCL10|CXCL8|IFNAR2|IL10|IL1B|IL2|IL2RA|IL6|IL7|LZTFL1|MUC1|OAS1|PLSCR1|SELE|TMPRSS2|TNF|TYK2,22.67,29
Freund's Adjuvant,D005620,9007-81-2,COVID-19,MESH:D000086382,,BTK|CCL2|CRP|IL10|IL1B|IL2|IL6|SELE|TNF,22.63,7
"lipopolysaccharide, E coli O55-B5",C482199,,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CCL3|CRP|CSF3|CXCL10|CXCL8|HCK|ICAM5|IL10|IL1B|IL2|IL6|IL7|SELE|TNF,22.60,23
"Amb a I protein, Ambrosia artemisiifolia",C026967,,COVID-19,MESH:D000086382,,IL10|IL2|IL6|TNF,22.58,5
Minerals,D008903,,COVID-19,MESH:D000086382,,IL10|IL2|IL6|TNF,22.58,5
dimethylacetamide,C013959,127-19-5,COVID-19,MESH:D000086382,,CXCL8|IL10|IL6|TNF,22.56,5
1-phenyl-2-(1-pyrrolidinyl)-1-pentanone,C000592273,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,22.54,5
Celecoxib,D000068579,,COVID-19,MESH:D000086382,,ACE2|CCL2|CCR2|CRP|CXCL8|IL10|IL1B|IL2|IL6|SELE|TNF,22.51,22
Arginine,D001120,74-79-3,COVID-19,MESH:D000086382,,CCL2|CRP|IL1B|IL6|TNF,22.50,5
fumonisin B1,C056933,116355-83-0,COVID-19,MESH:D000086382,,AGT|CCL2|CRP|CXCL8|IL1B|IL2|IL6|MUC1|TNF|UGCG,22.39,8
Vinyl Chloride,D014752,75-01-4,COVID-19,MESH:D000086382,,BSG|CCL2|CCL3|CXCL10|IL10|IL1B|IL6|TNF,22.39,6
glyceryl 2-arachidonate,C094503,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL2|IL6|TNF,22.35,5
"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",C434926,,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CCR2|CXCL8|IL1B|IL6|OAS1|SELE|TNF,22.24,9
Budesonide,D019819,51333-22-3,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL6|SELE|TNF,22.23,6
Bezafibrate,D001629,41859-67-0,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CRP|CXCL8|IL1B|IL6|SELE|TNF,22.19,7
nivalenol,C038405,23282-20-4,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL2|IL6|TNF,22.17,5
Thioglycolates,D013864,,COVID-19,MESH:D000086382,,CCL2|CCL3|IL1B|IL6|TNF,22.12,5
huanglian,C494417,,COVID-19,MESH:D000086382,,CRP|IL6|SELE|TNF,22.04,6
isophorone diisocyanate,C015301,4098-71-9,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL2,22.02,3
luteolin 3'-glucuronide,C428530,,COVID-19,MESH:D000086382,,CCL2|CCL3|IL1B|IL6,22.01,5
2-tert-butylhydroquinone,C018855,1948-33-0,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|TNF,21.99,5
Aminoimidazole Carboxamide,D000620,360-97-4,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,21.97,5
Shiga Toxin,D022621,75757-64-1,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,21.97,5
Medroxyprogesterone Acetate,D017258,71-58-9,COVID-19,MESH:D000086382,,AGT|ATP11A|CCL2|CRP|IL1B|IL2|IL6|MUC1|TNF|UGCG,21.94,8
diphenyleneiodonium,C007517,244-54-2,COVID-19,MESH:D000086382,,AGT|BSG|CCL2|CXCL8|IL1B|IL6|TNF,21.92,7
Luteolin,D047311,491-70-3,COVID-19,MESH:D000086382,,CCL2|CXCL10|CXCL8|IL10|IL1B|IL6|SELE|TNF,21.92,6
15-deoxyprostaglandin J2,C477819,,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL10|CXCL8|IL1B|TNF,21.91,4
geranylgeranyl pyrophosphate,C002963,6699-20-3,COVID-19,MESH:D000086382,,CRP|CXCL8|IL1B|IL6|SELE|TNF,21.91,6
hydroquinone,C031927,123-31-9,COVID-19,MESH:D000086382,,ACE2|BCL11A|CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|OAS1|TNF|UGCG,21.83,23
celastrol,C050414,,COVID-19,MESH:D000086382,,CCL3|CXCL10|IL10|IL1B|IL6|SELE|TMPRSS2|TNF,21.82,9
montelukast,C093875,158966-92-8,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL8|IL1B|IL6|TNF,21.82,6
astaxanthine,C005948,472-61-7,COVID-19,MESH:D000086382,,CCL2|CRP|CXCL8|IL10|IL1B|IL6|TNF,21.76,5
Clenbuterol,D002976,37148-27-9,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|TNF,21.76,5
HU 308,C402416,,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|IL6|TNF,21.76,5
capsazepine,C071423,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL2|IL6|TNF,21.73,5
kaempferol,C006552,520-18-3,COVID-19,MESH:D000086382,,CCL2|CRP|CXCL8|IL10|IL1B|IL6|SELE|TNF,21.71,6
Lipopolysaccharides,D008070,,COVID-19,MESH:D000086382,,ACE2|AGT|ATP11A|BCL11A|BSG|CCL2|CCL3|CCR2|CD209|CRP|CSF3|CXCL10|CXCL8|HCK|IL10|IL10RB|IL1B|IL2|IL2RA|IL6|IL7|MUC1|OAS1|PLSCR1|SELE|TNF,21.67,26
T0901317,C423915,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL6|SELE|TNF,21.66,6
Phytochemicals,D064209,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL6|TNF,21.65,5
flumequine,C012976,42835-25-6,COVID-19,MESH:D000086382,,CCL2|CCL3|CCR2|IL1B|TNF,21.62,3
Polyribonucleotides,D011131,,COVID-19,MESH:D000086382,,CXCL10|CXCL8|IL1B|IL6|TNF,21.60,5
parthenolide,C002669,29552-41-8,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL6|SELE|TNF,21.57,6
Phloretin,D010693,60-82-2,COVID-19,MESH:D000086382,,CCL2|CSF3|IL10|IL1B|IL6|TNF,21.57,5
Phosphatidylcholines,D010713,,COVID-19,MESH:D000086382,,CCL2|CRP|IL10|IL1B|IL6|TNF,21.57,5
Capsaicin,D002211,404-86-4,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|SELE|TNF,21.53,6
Cathelicidins,D054804,,COVID-19,MESH:D000086382,,CCL2|CCL3|IL6|TNF,21.51,5
Mesalamine,D019804,89-57-6,COVID-19,MESH:D000086382,,CCL3|IL10|IL1B|IL2|IL2RA|IL6|TNF,21.51,5
Lipid A,D008050,,COVID-19,MESH:D000086382,,CCL3|CXCL8|IL6|TNF,21.50,5
Glycosides,D006027,,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,21.48,5
Mifepristone,D015735,84371-65-3,COVID-19,MESH:D000086382,,BTK|CCL2|CCL3|CXCL8|IL10|IL1B|IL2|IL6|MUC1|SELE|TNF,21.48,7
"1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine",C093337,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,21.47,5
coumermycin,C004628,4434-05-3,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,21.47,5
trikatu,C540456,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,21.47,5
prolinedithiocarbamate,C066229,135467-92-4,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL8|IL1B|IL6|TNF,21.33,6
Penicillin G,D010400,61-33-6,COVID-19,MESH:D000086382,,CCL2|CCR2|CRP|CXCL8|IL1B|IL6|TNF,21.32,6
"Sodium Chloride, Dietary",D017673,,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|IL10|IL1B|IL6|TNF,21.32,21
resiquimod,C402365,,COVID-19,MESH:D000086382,,CXCL10|IL10|IL1B|IL6|TNF,21.28,5
"Amino Acids, Peptides, and Proteins",D000602,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL2|IL6|TNF,21.18,5
zileuton,C063449,132880-11-6,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL1B|IL6|SELE|TNF,21.18,6
angiotensin I (1-7),C118790,,COVID-19,MESH:D000086382,,ACE2|AGT|IL1B|IL6|TNF,21.14,21
"2,2-bis(4-glycidyloxyphenyl)propane",C019273,1675-54-3,COVID-19,MESH:D000086382,,AGT|CCL2|CXCL8|IL10|IL1B|IL6|TNF,21.13,6
dienogest,C023635,,COVID-19,MESH:D000086382,,CCL2|CRP|CXCL8|IL6|TNF,21.13,5
Deferoxamine,D003676,70-51-9,COVID-19,MESH:D000086382,,AGT|CCL2|CRP|CXCL8|IL10|IL1B|IL6|SELE|TNF,21.12,7
"cholan-2,3,24-tryl-2,3,24-trisulfate",C561233,,COVID-19,MESH:D000086382,,CCL3|IL10|IL1B|TNF,21.07,3
Ammonium Chloride,D000643,12125-02-9,COVID-19,MESH:D000086382,,ABO|AGT|ATP11A|BSG|CCL2|CCL3|CCR2|CRP|CSF3|CXCL10|CXCL8|FUT2|HCK|IL10|IL1B|IL2|IL2RA|IL6|IL7|MUC1|PLSCR1|SELE|TMPRSS2|TNF|UGCG,21.06,15
butyloxycarbonyl-phenylalanyl-leucyl-phenylalanyl-leucyl-phenylalanine,C033373,66556-73-8,COVID-19,MESH:D000086382,,AGT|IL10|IL1B|TNF,21.06,4
Gum Arabic,D006170,9000-01-5,COVID-19,MESH:D000086382,,CCL2|IL10|IL1B|TNF,21.05,3
VCE-003,C581223,,COVID-19,MESH:D000086382,,CCL3|IL1B|IL6|TNF,21.05,5
"5,3'-dihydroxy-3,6,7,8,4'-pentamethoxyflavone",C094782,,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL6|TNF,21.04,5
acanthoside B,C087806,7374-79-0,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,21.04,5
harpagide,C033250,6926-08-5,COVID-19,MESH:D000086382,,AGT|IL1B|IL6|TNF,21.04,6
hesperidin methylchalcone,C033022,24292-52-2,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,21.04,5
Sorbic Acid,D013011,110-44-1,COVID-19,MESH:D000086382,,IL10|IL1B|IL6|TNF,21.04,5
AEOL 10150,C472668,,COVID-19,MESH:D000086382,,CCL2|IL1B|IL6|TNF,21.03,5
AS602868,C519899,,COVID-19,MESH:D000086382,,CXCL8|IL1B|IL6|TNF,21.03,5
gallium arsenide,C043055,1303-00-0,COVID-19,MESH:D000086382,,CCL2|CCL3|IL10|IL1B|IL6|TNF,21.03,5
Lipids,D008055,,COVID-19,MESH:D000086382,,AGT|CCL2|IL10|IL1B|IL6|TNF,21.03,6
Histamine,D006632,51-45-6,COVID-19,MESH:D000086382,,CCL2|CXCL8|IL10|IL1B|IL2|IL6|TNF,20.99,5
Pravastatin,D017035,81093-37-0,COVID-19,MESH:D000086382,,ACE2|AGT|CCL2|CD209|CRP|CXCL8|IL1B|IL6|TNF,20.91,22
Dobutamine,D004280,34368-04-2,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL10|IL1B|IL6|TNF,20.90,5
MK 2206,C548887,,COVID-19,MESH:D000086382,,AGT|CXCL8|IL10|IL1B|IL6|TNF,20.88,6
Ibuprofen,D007052,15687-27-1,COVID-19,MESH:D000086382,,AGT|CCL2|CCL3|CXCL10|CXCL8|IL10|IL1B|IL6|SELE|TMPRSS4|TNF,20.87,8
Formoterol Fumarate,D000068759,,COVID-19,MESH:D000086382,,CXCL8|IL10|IL1B|IL6|TNF,20.83,5
4-phenylbutyric acid,C075773,1821-12-1,COVID-19,MESH:D000086382,,AGT|CCL2|CSF3|CXCL8|IL10|IL1B|IL6|TNF,20.81,6
nickel chloride,C022838,7718-54-9,COVID-19,MESH:D000086382,,AGT|CCL2|CRP|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL6|IL7|SELE|TNF|UGCG,20.78,8
27-hydroxycholesterol,C076996,,COVID-19,MESH:D000086382,,CCL2|CCL3|CXCL8|IL1B|IL6|SELE,20.74,6
