Gene Symbol,Gene ID,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
SCD1,20249,COVID-19,MESH:D000086382,,Chloroquine|Choline|Dactinomycin|Mercaptopurine|perfluorobutyric acid|Zinc,13.06,10
SPP1,6696,COVID-19,MESH:D000086382,,Choline|Ivermectin|Losartan|Nifedipine|perfluorobutyric acid|Sirolimus|Zinc,13.05,9
CYBB,1536,COVID-19,MESH:D000086382,,camostat|Choline|Losartan|Melatonin|Sirolimus|Zinc,13.04,8
NFE2L2,4780,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Losartan|Melatonin|Nifedipine|Ritonavir|Sirolimus|Zinc|Zinc Sulfate,13.04,10
TJP1,7082,COVID-19,MESH:D000086382,,Choline|Ivermectin|Losartan|Melatonin|Ritonavir|Zinc,12.98,10
MAPK3,5595,COVID-19,MESH:D000086382,,Betulinic Acid|camostat|Chloroquine|Dactinomycin|Emodin|Ivermectin|Losartan|Melatonin|Nifedipine|Sirolimus|Zinc|Zinc Sulfate,12.92,17
COL3A1,1281,COVID-19,MESH:D000086382,,camostat|Choline|Emodin|Ivermectin|Losartan|Zinc,12.85,9
EEF1A1,1915,COVID-19,MESH:D000086382,,Choline|Ivermectin|plitidepsin|Zinc|Zinc Sulfate,12.85,7
MAPK1,5594,COVID-19,MESH:D000086382,,Betulinic Acid|camostat|Chloroquine|Dactinomycin|Emodin|Ivermectin|Losartan|Melatonin|Nifedipine|Sirolimus|Zinc|Zinc Sulfate,12.81,17
TRIB3,57761,COVID-19,MESH:D000086382,,Betulinic Acid|Chloroquine|Choline|Ivermectin|Sirolimus|Zinc,12.75,12
BDNF,627,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Melatonin|Nifedipine|Sirolimus|Zinc|Zinc Sulfate,12.72,7
MIR379,494328,COVID-19,MESH:D000086382,,Choline|Sirolimus|Zinc,12.72,4
CEBPA,1050,COVID-19,MESH:D000086382,,cannabidiolic acid|Choline|Ivermectin|Ritonavir|Sirolimus|Zinc,12.69,9
COL1A2,1278,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Ivermectin|Sirolimus|Zinc,12.67,6
MT1M,4499,COVID-19,MESH:D000086382,,Mefloquine|Sirolimus|Zinc|Zinc Sulfate,12.66,5
NR3C1,2908,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Melatonin|Sirolimus|Tenofovir|Zinc|Zinc Sulfate,12.66,7
PENK,5179,COVID-19,MESH:D000086382,,Melatonin|Mercaptopurine|Nifedipine|Zinc|Zinc Sulfate,12.65,6
SREBF1,6720,COVID-19,MESH:D000086382,,Choline|Losartan|Melatonin|perfluorobutyric acid|Ritonavir|Sirolimus|Zinc,12.65,9
GATA4,2626,COVID-19,MESH:D000086382,,Melatonin|remdesivir|Ribavirin|Zinc|Zinc Sulfate,12.63,21
FASLG,356,COVID-19,MESH:D000086382,,Emodin|Losartan|Melatonin|Ritonavir|Sirolimus|Zinc,12.60,7
CYP1B1,1545,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Ivermectin|Melatonin|Nifedipine|Ritonavir|Sirolimus,12.58,8
GSR,2936,COVID-19,MESH:D000086382,,Chloroquine|Choline|Emodin|Ivermectin|Melatonin|perfluorobutyric acid|Zinc|Zinc Sulfate,12.48,14
CD74,972,COVID-19,MESH:D000086382,,Choline|Hydroxychloroquine|Ivermectin|Losartan|Zinc Sulfate,12.38,10
MIR151,387169,COVID-19,MESH:D000086382,,Choline|Sirolimus|Zinc,12.35,4
BIRC5,332,COVID-19,MESH:D000086382,,Betulinic Acid|Chloroquine|Emodin|Melatonin|Ritonavir|Sirolimus|Zinc,12.32,12
CYP2E1,1571,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin|Nifedipine|Sirolimus|Tenofovir|Zinc|Zinc Sulfate,12.31,10
CYP7A1,1581,COVID-19,MESH:D000086382,,Chloroquine|Emodin|Melatonin|perfluorobutyric acid|Ritonavir|Zinc,12.30,12
MYLK,4638,COVID-19,MESH:D000086382,,Dactinomycin|Emodin|Ivermectin|Losartan|Sirolimus,12.28,4
VIM,7431,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Ivermectin|Losartan|Nifedipine|Sirolimus,12.28,6
RCN2,5955,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Zinc,12.27,6
MTOR,2475,COVID-19,MESH:D000086382,,cepharanthine|Chloroquine|Ivermectin|Melatonin|Ribavirin|Sirolimus|Zinc,12.19,18
CYP1A2,1544,COVID-19,MESH:D000086382,,Chloroquine|Choline|Dactinomycin|Emodin|Ivermectin|Melatonin|Nifedipine|Ritonavir|Zinc,12.18,15
FASN,2194,COVID-19,MESH:D000086382,,Choline|Ivermectin|Losartan|Melatonin|perfluorobutyric acid|Ritonavir|Zinc,12.18,11
PRMT5,10419,COVID-19,MESH:D000086382,,Choline|Ivermectin|Ribavirin|Sirolimus,12.14,10
VDAC1,7416,COVID-19,MESH:D000086382,,Betulinic Acid|Choline|Emodin|Ivermectin|Zinc Sulfate,12.13,6
ABCB1B,18669,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Ivermectin|selamectin,12.09,5
FABP4,2167,COVID-19,MESH:D000086382,,cannabidiolic acid|cannabigerolic acid|Choline|Ivermectin|Melatonin|Zinc,12.08,8
IGF1,3479,COVID-19,MESH:D000086382,,cannabidiolic acid|Dactinomycin|Melatonin|Nifedipine|Sirolimus|Zinc|Zinc Sulfate,12.06,7
GPX1,2876,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Melatonin|Sirolimus|Zinc|Zinc Sulfate,12.03,8
HAVCR1,26762,COVID-19,MESH:D000086382,,Losartan|Melatonin|Sirolimus|Tenofovir|Zinc,12.02,6
KRT19,3880,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Melatonin|Zinc,12.02,7
NR1H3,10062,COVID-19,MESH:D000086382,,Emodin|Losartan|Melatonin|Sirolimus|Zinc,11.86,5
PPM1B,5495,COVID-19,MESH:D000086382,,Acetazolamide|Ivermectin|Zinc|Zinc Sulfate,11.84,6
BGLAP,632,COVID-19,MESH:D000086382,,Chloroquine|Melatonin|Sirolimus|Zinc|Zinc Sulfate,11.83,10
PPT1,5538,COVID-19,MESH:D000086382,,Chloroquine|Choline|Hydroxychloroquine|Ivermectin,11.82,12
MBP,4155,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin|Sirolimus|Zinc,11.78,7
ITPR1,3708,COVID-19,MESH:D000086382,,Dactinomycin|Emodin|Losartan|Melatonin|Sirolimus,11.77,3
POLR2A,5430,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Zinc,11.75,6
MYH11,4629,COVID-19,MESH:D000086382,,Losartan|Nifedipine|Sirolimus|Zinc Sulfate,11.70,4
CSE1L,1434,COVID-19,MESH:D000086382,,Choline|Ivermectin|Nifedipine|Sirolimus,11.68,5
LMNA,4000,COVID-19,MESH:D000086382,,Ivermectin|Lopinavir|lopinavir-ritonavir drug combination|Ritonavir|Sirolimus,11.66,13
ATP1A3,478,COVID-19,MESH:D000086382,,Choline|Ivermectin|Losartan|Zinc,11.65,6
PTEN,5728,COVID-19,MESH:D000086382,,Chloroquine|Choline|Melatonin|Sirolimus|Zinc|Zinc Sulfate,11.65,11
REN,5972,COVID-19,MESH:D000086382,,Dactinomycin|Losartan|Nifedipine|Sirolimus|Zinc Sulfate,11.65,4
IL12B,3593,COVID-19,MESH:D000086382,,apilimod|Chloroquine|Choline|Hydroxychloroquine|Ribavirin|Sirolimus,11.63,19
IGF2,3481,COVID-19,MESH:D000086382,,Choline|Nifedipine|Sirolimus|Zinc|Zinc Sulfate,11.59,6
TIMP3,7078,COVID-19,MESH:D000086382,,Ivermectin|perfluorobutyric acid|Sirolimus|Zinc|Zinc Sulfate,11.56,7
RAC1,5879,COVID-19,MESH:D000086382,,apilimod|Azithromycin|Ivermectin|plitidepsin|Sirolimus,11.54,7
PDGFB,5155,COVID-19,MESH:D000086382,,Choline|Emodin|Losartan|Nifedipine|Sirolimus,11.50,4
STAT4,6775,COVID-19,MESH:D000086382,,Active Hexose Correlated Compound|Choline|Melatonin|Zinc,11.50,6
MPST,4357,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc|Zinc Sulfate,11.49,6
MAL,4118,COVID-19,MESH:D000086382,,Choline|perfluorobutyric acid|Zinc|Zinc Sulfate,11.34,5
CLDN1,9076,COVID-19,MESH:D000086382,,Chloroquine|Hydroxychloroquine|Ivermectin|Melatonin|Sirolimus,11.29,13
ATG5,9474,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Melatonin|Sirolimus|Zinc,11.27,11
CHUK,1147,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Melatonin|Zinc|Zinc Sulfate,11.24,12
RHEB,6009,COVID-19,MESH:D000086382,,Chloroquine|Choline|Ivermectin|Zinc,11.21,10
APOB,338,COVID-19,MESH:D000086382,,Choline|Ivermectin|lopinavir-ritonavir drug combination|perfluorobutyric acid|Zinc,11.16,12
GCLC,2729,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Ivermectin|Melatonin|perfluorobutyric acid|Zinc,11.15,8
NEDD4,4734,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin|Zinc Sulfate,11.14,6
DYNC1H1,1778,COVID-19,MESH:D000086382,,Emodin|Ivermectin|Zinc|Zinc Sulfate,11.13,6
SNAI1,6615,COVID-19,MESH:D000086382,,Chloroquine|Choline|Losartan|Sirolimus|Zinc,11.11,10
ATG1,39454,COVID-19,MESH:D000086382,,Melatonin|Sirolimus,11.10,2
OPTN,10133,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Sirolimus|Zinc,11.10,10
ACADS,35,COVID-19,MESH:D000086382,,Choline|Melatonin|Zinc|Zinc Sulfate,11.09,6
CYP2B10,13088,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Nifedipine|Zinc,11.08,7
NCF1,653361,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Losartan|Sirolimus|Zinc,11.02,5
MIR31,407035,COVID-19,MESH:D000086382,,Choline|Mercaptopurine|Zinc,10.98,4
SLC39A10,57181,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin|Zinc|Zinc Sulfate,10.97,6
BNIP3,664,COVID-19,MESH:D000086382,,Chloroquine|Dactinomycin|Ivermectin|Melatonin|Sirolimus,10.96,9
HSPA1B,3304,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Sirolimus|Zinc|Zinc Sulfate,10.96,11
CCL9,20308,COVID-19,MESH:D000086382,,Chloroquine|Choline|Melatonin|Zinc,10.93,10
TRP53,22059,COVID-19,MESH:D000086382,,Chloroquine|Choline|Melatonin|Ribavirin|Sirolimus|Zinc,10.93,16
PTPRD,5789,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc|Zinc Sulfate,10.92,6
TYMS,7298,COVID-19,MESH:D000086382,,Betulinic Acid|Ivermectin|Mercaptopurine|Sirolimus|Zinc,10.90,6
MYH10,4628,COVID-19,MESH:D000086382,,Choline|Ivermectin|Nifedipine|Zinc,10.89,6
NPPB,4879,COVID-19,MESH:D000086382,,Ivermectin|Losartan|Melatonin|Nifedipine|Sirolimus,10.88,6
AR,367,COVID-19,MESH:D000086382,,Chloroquine|Choline|Emodin|Melatonin|perfluorobutyric acid|Sirolimus|Toremifene|Zinc,10.87,11
TRPV1,7442,COVID-19,MESH:D000086382,,cannabidiolic acid|cannabigerolic acid|Ivermectin|Melatonin|Zinc Sulfate,10.86,6
HGF,3082,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Nifedipine|Zinc|Zinc Sulfate,10.85,6
PKM,5315,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Sirolimus|Zinc,10.84,6
CXCL2,2920,COVID-19,MESH:D000086382,,Choline|Emodin|Mercaptopurine|Ritonavir|Zinc|Zinc Sulfate,10.79,7
TNFAIP3,7128,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Melatonin|Nifedipine|Zinc,10.79,6
CYP4A10,13117,COVID-19,MESH:D000086382,,Choline|perfluorobutyric acid|Zinc|Zinc Sulfate,10.78,5
HSPA1L,3305,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc|Zinc Sulfate,10.78,6
MIR10B,406903,COVID-19,MESH:D000086382,,Choline|Mercaptopurine|Zinc,10.78,4
FOXO1,2308,COVID-19,MESH:D000086382,,Emodin|Melatonin|Sirolimus|Zinc|Zinc Sulfate,10.70,5
ELK1,2002,COVID-19,MESH:D000086382,,Melatonin|Nifedipine|Zinc|Zinc Sulfate,10.69,6
HMGCR,3156,COVID-19,MESH:D000086382,,Choline|Hydroxychloroquine|Losartan|Sirolimus|Zinc|Zinc Sulfate,10.64,11
ITGAM,3684,COVID-19,MESH:D000086382,,Chloroquine|Choline|Sirolimus|Zinc|Zinc Sulfate,10.63,10
MT1,17748,COVID-19,MESH:D000086382,,Acetazolamide|Choline|Dactinomycin|Zinc|Zinc Sulfate,10.63,6
ALDH1B1,219,COVID-19,MESH:D000086382,,Chloroquine|Choline|Ivermectin|Mercaptopurine,10.60,9
NANOG,79923,COVID-19,MESH:D000086382,,Ivermectin|remdesivir|Sirolimus|Zinc,10.60,17
ACTB,60,COVID-19,MESH:D000086382,,Ivermectin|perfluorobutyric acid|Sirolimus|Zinc|Zinc Sulfate,10.59,7
ABCB4,5244,COVID-19,MESH:D000086382,,Emodin|perfluorobutyric acid|Ritonavir|Tenofovir|Zinc Sulfate,10.58,6
ACADL,33,COVID-19,MESH:D000086382,,Choline|Ivermectin|Sirolimus|Zinc,10.57,6
NDRG1,10397,COVID-19,MESH:D000086382,,Acetazolamide|Chloroquine|Dactinomycin|Ivermectin|Zinc,10.57,11
INS,3630,COVID-19,MESH:D000086382,,cannabidiolic acid|cannabigerolic acid|Dactinomycin|Melatonin|Sirolimus|Zinc,10.53,5
LAMB1,3912,COVID-19,MESH:D000086382,,Chloroquine|Choline|Ivermectin|Zinc,10.53,10
MYH6,4624,COVID-19,MESH:D000086382,,Losartan|Mercaptopurine|Ribavirin|Zinc,10.53,10
CDKN1B,1027,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Melatonin|Ritonavir|Sirolimus,10.46,7
MYD88,4615,COVID-19,MESH:D000086382,,Active Hexose Correlated Compound|Chloroquine|Ivermectin|Melatonin|Sirolimus,10.45,10
GEM,2669,COVID-19,MESH:D000086382,,Choline|Ivermectin|Sirolimus|Zinc,10.44,6
POSTN,10631,COVID-19,MESH:D000086382,,Choline|Ivermectin|Losartan|Sirolimus,10.44,5
PMAIP1,5366,COVID-19,MESH:D000086382,,Chloroquine|Choline|Melatonin|Sirolimus|Zinc,10.43,10
IFNB1,3456,COVID-19,MESH:D000086382,,apilimod|Chloroquine|Dactinomycin|Hydroxychloroquine,10.41,12
TOP1,7150,COVID-19,MESH:D000086382,,Betulinic Acid|Choline|Dactinomycin|Zinc,10.38,5
HNF1BB,324283,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,10.37,3
NQO2,4835,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Melatonin|Zinc,10.37,11
SUR-7,181707,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,10.37,3
BCL2L11,10018,COVID-19,MESH:D000086382,,Dactinomycin|Melatonin|remdesivir|Sirolimus|Zinc,10.35,16
YAP1,10413,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin|Zinc,10.35,7
GADD45A,1647,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|perfluorobutyric acid|Zinc|Zinc Sulfate,10.33,6
FN1,2335,COVID-19,MESH:D000086382,,Dactinomycin|Emodin|Ivermectin|Losartan|Melatonin|Zinc,10.32,7
PRKCA,5578,COVID-19,MESH:D000086382,,Emodin|Ivermectin|Ritonavir|Sirolimus|Zinc,10.31,7
RGS18,64407,COVID-19,MESH:D000086382,,Choline|Zinc|Zinc Sulfate,10.25,4
PRPSAP2,5636,COVID-19,MESH:D000086382,,Ivermectin|Zinc|Zinc Sulfate,10.24,5
EIF4EBP1,1978,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Melatonin|Ribavirin|Sirolimus,10.23,15
ERN1,2081,COVID-19,MESH:D000086382,,Choline|Hydroxychloroquine|Melatonin|perfluorobutyric acid|Sirolimus,10.22,9
ITGAV,3685,COVID-19,MESH:D000086382,,Choline|Ivermectin|Sirolimus|Zinc,10.22,6
MIR21,406991,COVID-19,MESH:D000086382,,Dactinomycin|Melatonin|Mercaptopurine|Zinc,10.22,4
CLNS1A,1207,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,10.21,5
HSP90AA1,3320,COVID-19,MESH:D000086382,,Ivermectin|Melatonin|Ritonavir|Zinc|Zinc Sulfate,10.20,9
TARDBP,23435,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Sirolimus|Zinc,10.20,10
CAMK2A,815,COVID-19,MESH:D000086382,,Ivermectin|Losartan|Nifedipine|Sirolimus,10.18,5
PTK2B,2185,COVID-19,MESH:D000086382,,Choline|Mefloquine|Nifedipine|Zinc,10.18,5
AHCY,191,COVID-19,MESH:D000086382,,Choline|Ivermectin|Ribavirin|Zinc,10.16,11
GCLM,2730,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Melatonin|Mercaptopurine|Zinc,10.15,7
KDR,3791,COVID-19,MESH:D000086382,,Choline|Losartan|Melatonin|Zinc|Zinc Sulfate,10.15,7
ERGIC3,51614,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Zinc Sulfate,10.14,8
INTS3,65123,COVID-19,MESH:D000086382,,Ivermectin|Zinc|Zinc Sulfate,10.13,5
HNRNPA1,3178,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Zinc Sulfate,10.12,5
COG1,9382,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,10.10,5
CYP1A1,1543,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Emodin|Ivermectin|Losartan|Melatonin|Nifedipine|perfluorobutyric acid|Ritonavir,10.09,10
RNY5,6090,COVID-19,MESH:D000086382,,Dactinomycin|Zinc Sulfate,10.09,2
CTSD,1509,COVID-19,MESH:D000086382,,Chloroquine|Choline|Emodin|Ivermectin|Melatonin,10.06,10
ARHGAP42A,566275,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,10.04,3
CDF-1,180923,COVID-19,MESH:D000086382,,Zinc|Zinc Sulfate,10.04,3
LAMC2,3918,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Sirolimus,10.04,4
ACACB,32,COVID-19,MESH:D000086382,,Choline|Tenofovir|Zinc|Zinc Sulfate,10.03,5
ERCC1,2067,COVID-19,MESH:D000086382,,Choline|Melatonin|Zinc|Zinc Sulfate,10.01,6
EIF2AK3,9451,COVID-19,MESH:D000086382,,Chloroquine|Choline|Melatonin|Nifedipine|Zinc,9.98,11
ZMPSTE24,10269,COVID-19,MESH:D000086382,,Ivermectin|Lopinavir|Ritonavir,9.98,6
OPA1,4976,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin|Melatonin|Sirolimus,9.97,4
APOA1,335,COVID-19,MESH:D000086382,,Choline|lopinavir-ritonavir drug combination|Nifedipine|perfluorobutyric acid|Zinc,9.96,11
ABCC4,10257,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Mefloquine|Zinc,9.94,7
HK1,3098,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc|Zinc Sulfate,9.94,6
NFATC1,4772,COVID-19,MESH:D000086382,,Choline|Hydroxychloroquine|Zinc|Zinc Sulfate,9.93,9
LAMP2,3920,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Melatonin|Sirolimus,9.92,9
PER3,8863,COVID-19,MESH:D000086382,,Choline|Melatonin|Zinc|Zinc Sulfate,9.92,6
RNY3,6085,COVID-19,MESH:D000086382,,Dactinomycin|Zinc Sulfate,9.85,2
PDIA6,10130,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc|Zinc Sulfate,9.83,6
TPM4,7171,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc|Zinc Sulfate,9.83,6
PRL,5617,COVID-19,MESH:D000086382,,Dactinomycin|Losartan|Melatonin|Nifedipine|Zinc,9.81,6
ANGPTL6,83854,COVID-19,MESH:D000086382,,Choline|Ivermectin|Sirolimus,9.80,4
CAPN1,823,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin|Melatonin|Sirolimus,9.80,4
MMP1,4312,COVID-19,MESH:D000086382,,Azithromycin|Dactinomycin|Hydroxychloroquine|Nifedipine|Sirolimus,9.78,7
EGR1,1958,COVID-19,MESH:D000086382,,camostat|Choline|Dactinomycin|Emodin|Zinc|Zinc Sulfate,9.77,7
MIR29C,407026,COVID-19,MESH:D000086382,,Choline|Mercaptopurine|Sirolimus,9.73,2
GOLGA3,2802,COVID-19,MESH:D000086382,,Emodin|Ivermectin|Zinc,9.70,5
COX7A2L,9167,COVID-19,MESH:D000086382,,Ivermectin|Melatonin|Zinc,9.69,6
MARCKS,4082,COVID-19,MESH:D000086382,,chloroquine diphosphate|Choline|Ivermectin|Zinc,9.69,10
CYP8B1,1582,COVID-19,MESH:D000086382,,Choline|Emodin|Melatonin|Ritonavir,9.68,5
LRP1,4035,COVID-19,MESH:D000086382,,Emodin|Ivermectin|Melatonin|Zinc Sulfate,9.68,5
NLRP3,114548,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Melatonin|Sirolimus|Zinc,9.67,5
SFN,2810,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Zinc,9.67,6
VPS45,11311,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin,9.67,5
IL24,11009,COVID-19,MESH:D000086382,,chloroquine diphosphate|perfluorobutyric acid|Zinc|Zinc Sulfate,9.66,9
PRDX6,9588,COVID-19,MESH:D000086382,,Dactinomycin|Emodin|Ivermectin|Zinc,9.66,5
VIPR2,7434,COVID-19,MESH:D000086382,,Mercaptopurine|Zinc|Zinc Sulfate,9.64,4
U2AF2,11338,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.62,5
ABCA1,19,COVID-19,MESH:D000086382,,Acetazolamide|chloroquine diphosphate|perfluorobutyric acid|Sirolimus|Zinc,9.61,10
RAB7A,7879,COVID-19,MESH:D000086382,,Ivermectin|Melatonin|Zinc,9.60,6
CDX2,1045,COVID-19,MESH:D000086382,,Choline|remdesivir|Sirolimus,9.59,14
FTL,2512,COVID-19,MESH:D000086382,,Ivermectin|Mercaptopurine|Sirolimus|Zinc,9.58,5
PGD,5226,COVID-19,MESH:D000086382,,Choline|Ivermectin|Teicoplanin|Zinc,9.58,6
FBXO32,114907,COVID-19,MESH:D000086382,,Chloroquine|Choline|Sirolimus|Zinc,9.56,9
CCNB1,891,COVID-19,MESH:D000086382,,Betulinic Acid|Choline|Ivermectin|Melatonin|Ritonavir|Zinc,9.55,10
UCHL1,7345,COVID-19,MESH:D000086382,,Choline|Dactinomycin|Ivermectin|Zinc Sulfate,9.55,5
ACTA1,58,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin|Zinc Sulfate,9.54,5
MBOAT7,79143,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.54,5
PDCD4,27250,COVID-19,MESH:D000086382,,Ivermectin|Nifedipine|Sirolimus|Zinc,9.53,6
ATG7,10533,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin|Melatonin|Sirolimus,9.52,4
PRLR,5618,COVID-19,MESH:D000086382,,Chloroquine|Mercaptopurine|Sirolimus|Zinc,9.50,8
DEF6,50619,COVID-19,MESH:D000086382,,Choline|Ivermectin|Mercaptopurine,9.49,4
MTMR6,9107,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.49,5
PRKN,5071,COVID-19,MESH:D000086382,,Chloroquine|Melatonin|Sirolimus|Tenofovir,9.48,8
ATF2,1386,COVID-19,MESH:D000086382,,Choline|Melatonin|Zinc|Zinc Sulfate,9.47,6
TFRC,7037,COVID-19,MESH:D000086382,,Choline|Ivermectin|Melatonin|Mercaptopurine|Zinc,9.45,7
SLC30A2,7780,COVID-19,MESH:D000086382,,Dactinomycin|Zinc|Zinc Sulfate,9.44,4
KIF20A,10112,COVID-19,MESH:D000086382,,Choline|Ivermectin|Mercaptopurine|Zinc,9.43,6
AQP1,358,COVID-19,MESH:D000086382,,Acetazolamide|Dactinomycin|Zinc|Zinc Sulfate,9.42,5
NOB1,28987,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.41,5
SCFD2,152579,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.41,5
CSF2,1437,COVID-19,MESH:D000086382,,Chloroquine|Choline|Dactinomycin|Sirolimus|Zinc,9.39,9
SOX2,6657,COVID-19,MESH:D000086382,,Active Hexose Correlated Compound|Ivermectin|remdesivir|Sirolimus,9.39,16
CAMSAP2,23271,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.37,5
G6PD,2539,COVID-19,MESH:D000086382,,Dactinomycin|Ivermectin|Melatonin|Zinc|Zinc Sulfate,9.37,7
IGSF11,152404,COVID-19,MESH:D000086382,,Choline|Emodin|Mercaptopurine,9.37,2
GAK,2580,COVID-19,MESH:D000086382,,baricitinib|Choline|Ivermectin,9.35,5
SLC7A11,23657,COVID-19,MESH:D000086382,,Chloroquine|chloroquine diphosphate|Choline|Dactinomycin|Zinc,9.35,14
ART3,419,COVID-19,MESH:D000086382,,Mercaptopurine|Zinc|Zinc Sulfate,9.34,4
FKBP3,2287,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.33,5
ALPI,248,COVID-19,MESH:D000086382,,Dactinomycin|Melatonin|Mercaptopurine,9.31,2
SCHIP1,29970,COVID-19,MESH:D000086382,,Acetazolamide|Choline|Zinc,9.30,4
PLPBP,11212,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.29,5
ARID3A,1820,COVID-19,MESH:D000086382,,Choline|Emodin|Zinc,9.28,4
LPL,4023,COVID-19,MESH:D000086382,,Choline|Melatonin|perfluorobutyric acid|Ritonavir|Zinc,9.27,8
IL12RB2,3595,COVID-19,MESH:D000086382,,Ivermectin|Zinc|Zinc Sulfate,9.26,5
RPL35,11224,COVID-19,MESH:D000086382,,Ivermectin|Zinc|Zinc Sulfate,9.26,5
ARPC5L,81873,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.25,5
SCCPDH,51097,COVID-19,MESH:D000086382,,Chloroquine|Choline|Ivermectin,9.25,8
ATP1A1,476,COVID-19,MESH:D000086382,,Chloroquine|Ivermectin|Losartan|Zinc,9.24,10
CXCL5,6374,COVID-19,MESH:D000086382,,Choline|Ritonavir|Zinc|Zinc Sulfate,9.24,6
TXNRD3,114112,COVID-19,MESH:D000086382,,Choline|Melatonin|Zinc,9.23,5
LARP4B,23185,COVID-19,MESH:D000086382,,Choline|Ivermectin|Zinc,9.22,5
PINK1,65018,COVID-19,MESH:D000086382,,Chloroquine|Melatonin|Sirolimus|Zinc Sulfate,9.21,8
SNU13,4809,COVID-19,MESH:D000086382,,Choline|Emodin|Ivermectin,9.21,4
COL4A1,1282,COVID-19,MESH:D000086382,,Choline|Ivermectin|Losartan|perfluorobutyric acid,9.18,5
MFF,56947,COVID-19,MESH:D000086382,,Ivermectin|Melatonin|Zinc,9.18,6
PTTG1,9232,COVID-19,MESH:D000086382,,Mercaptopurine|Sirolimus|Zinc|Zinc Sulfate,9.18,4
